Store,Customers,DayOfWeek,Open,Promo,Sales,SchoolHoliday,StateHoliday,AverageDailySales,AverageDailyCustomer,SalesPerCustomer,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval
540,243396,3033,622,286,3513672,124,39,5648.990353697749,391.3118971061093,14.436030173051323,d,c,810.0,,,1,48.0,2012.0,"Jan,Apr,Jul,Oct"
541,667668,3766,779,360,5235513,170,43,6720.812580231065,857.0834403080873,7.84149157964737,a,c,650.0,7.0,1990.0,0,,,
542,330680,3033,622,286,3885411,124,39,6246.641479099679,531.6398713826367,11.749761098342809,a,a,7280.0,9.0,2012.0,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
543,187583,3766,781,360,2179287,193,41,2790.3802816901407,240.18309859154928,11.617721222072362,c,a,1080.0,12.0,2012.0,0,,,
544,1439156,3766,780,360,10993709,172,45,14094.498717948718,1845.071794871795,7.63899744016632,a,a,250.0,12.0,2001.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
545,799891,3766,779,360,8284865,170,43,10635.256739409499,1026.8177150192555,10.35749245834745,a,c,5020.0,5.0,2006.0,1,18.0,2014.0,"Feb,May,Aug,Nov"
546,1271083,3766,784,360,10726323,173,38,13681.53443877551,1621.279336734694,8.438727447381485,a,a,580.0,1.0,2005.0,0,,,
547,275078,3033,622,286,3578049,124,39,5752.490353697749,442.2475884244373,13.007397901686067,d,c,8990.0,11.0,2009.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
548,307908,3766,769,360,3896082,193,41,5066.426527958388,400.4005201560468,12.653396469075178,d,c,3760.0,2.0,2009.0,0,,,
549,429407,3766,784,360,3639890,169,38,4642.716836734694,547.7130102040817,8.476550219255857,a,c,2330.0,,,0,,,
550,387883,3766,781,360,4665403,193,41,5973.627400768246,496.6491677336748,12.027861494316586,d,c,50.0,6.0,2015.0,0,,,
551,774390,3766,784,360,5142553,159,38,6559.378826530612,987.7423469387755,6.640779193946202,a,c,2190.0,9.0,2013.0,0,,,
552,538809,3766,781,360,6030778,193,41,7721.866837387965,689.8962868117798,11.192793735813618,a,a,4260.0,7.0,2008.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
553,496306,3766,777,360,5468991,155,46,7038.598455598456,638.7464607464608,11.019393277534425,c,a,3040.0,9.0,2002.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
554,428076,3766,784,360,3513115,169,38,4481.014030612245,546.015306122449,8.206755342509274,c,c,1200.0,,,0,,,
555,298433,3033,623,286,3223315,124,39,5173.860353130016,479.0256821829856,10.80079950943763,d,a,1560.0,1.0,2014.0,1,10.0,2013.0,"Mar,Jun,Sept,Dec"
556,650457,3766,783,360,5620964,173,38,7178.753512132823,830.7241379310345,8.641561240789168,d,c,1140.0,11.0,2014.0,0,,,
557,525941,3766,778,360,3410036,170,43,4383.079691516709,676.0167095115681,6.48368543239641,a,a,250.0,,,0,,,
558,355175,3766,784,360,2541355,169,38,3241.5242346938776,453.02933673469386,7.155219258112198,a,a,3000.0,2.0,2010.0,0,,,
559,585217,3766,780,360,4588710,168,43,5882.961538461538,750.2782051282052,7.841040161170985,d,a,3910.0,11.0,2006.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
560,1225287,3766,747,360,10168806,173,38,13612.859437751003,1640.2771084337348,8.299121756780249,c,c,1910.0,7.0,2013.0,0,,,
561,531991,3766,779,360,5385871,170,43,6913.826700898588,682.9152759948652,10.123988939662514,d,a,14300.0,,,0,,,
562,2924960,3766,942,360,16927322,209,38,17969.55626326964,3105.0530785562632,5.787197773644768,b,c,1210.0,,,0,,,
563,545236,3766,776,360,4278470,170,43,5513.492268041237,702.6237113402062,7.847005700283914,a,a,700.0,3.0,2015.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
564,380646,3766,779,360,4306402,170,43,5528.115532734275,488.6341463414634,11.313404055211404,d,c,6540.0,,,1,14.0,2013.0,"Jan,Apr,Jul,Oct"
565,617215,3766,779,360,5169769,170,43,6636.4172015404365,792.3170731707318,8.375961374885575,a,c,160.0,7.0,2007.0,0,,,
566,427157,3766,784,360,3845237,169,38,4904.639030612245,544.843112244898,9.001929033118971,a,a,3620.0,,,1,40.0,2013.0,"Jan,Apr,Jul,Oct"
567,523036,3766,779,360,4083132,170,43,5241.504492939666,671.4197689345315,7.8065983985805945,c,a,1010.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
568,323256,3766,781,360,3809325,193,41,4877.496798975672,413.90012804097313,11.78423602346128,d,c,4270.0,,,1,1.0,2013.0,"Jan,Apr,Jul,Oct"
569,511836,3766,784,360,3543332,173,38,4519.556122448979,652.8520408163265,6.922787767956923,a,a,1340.0,9.0,2006.0,0,,,
570,515535,3766,779,360,3533080,170,43,4535.404364569961,661.790757381258,6.853230139563754,a,a,180.0,11.0,2006.0,0,,,
571,358047,3033,622,286,4815991,124,39,7742.750803858521,575.6382636655949,13.450722949780337,d,a,2110.0,11.0,1995.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
572,443496,3766,776,360,5345670,170,43,6888.75,571.5154639175257,12.053479625520861,d,c,9230.0,4.0,2004.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
573,208622,3033,622,286,2472309,124,39,3974.773311897106,335.40514469453376,11.850662921456031,a,a,1190.0,11.0,2012.0,1,36.0,2013.0,"Jan,Apr,Jul,Oct"
574,517928,3766,777,360,6913915,155,46,8898.217503217504,666.5740025740025,13.34918173954681,d,a,4400.0,,,0,,,
575,307112,3033,623,286,3343994,124,39,5367.566613162119,492.95666131621186,10.888516241631718,a,a,960.0,5.0,2008.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
576,756615,3766,784,360,5474294,173,38,6982.517857142857,965.0701530612245,7.235243816207714,c,a,50.0,11.0,2006.0,0,,,
577,457367,3766,784,360,3883479,159,38,4953.4170918367345,583.3762755102041,8.49094709500248,a,c,2270.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
578,697049,3766,901,360,7356117,159,38,8164.39178690344,773.6392896781354,10.55322796532238,d,a,12700.0,4.0,2013.0,0,,,
579,709982,3766,779,360,6461297,170,43,8294.347881899872,911.4017971758665,9.100649030538802,c,a,20970.0,11.0,2012.0,0,,,
580,1256554,3766,784,360,7994967,159,38,10197.661989795919,1602.7474489795918,6.3626131467489655,a,c,170.0,2.0,2009.0,0,,,
581,457777,3766,779,360,4154967,150,43,5333.718870346598,587.6469833119384,9.076399644368328,a,a,7250.0,12.0,2013.0,0,,,
582,675115,3766,782,360,5492051,193,41,7023.083120204604,863.3184143222506,8.134985891292594,a,a,120.0,,,0,,,
583,350283,3766,780,360,3363288,168,43,4311.907692307693,449.08076923076925,9.601630681477548,a,a,2640.0,11.0,2002.0,0,,,
584,338512,3766,781,360,3697954,193,41,4734.89628681178,433.43405889884764,10.92414449118495,d,a,1360.0,,,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
585,676591,3766,784,360,4449323,159,38,5675.156887755102,862.9987244897959,6.576089543017865,d,c,440.0,4.0,2014.0,0,,,
586,1832458,3766,776,360,11742401,170,43,15131.960051546392,2361.4149484536083,6.40800553136825,a,c,250.0,10.0,2008.0,0,,,
587,427184,3033,623,286,6020227,124,39,9663.285714285714,685.6886035313001,14.09281948762126,d,c,330.0,9.0,2006.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
588,518339,3766,784,360,4825215,159,38,6154.610969387755,661.1466836734694,9.308994692662523,d,c,15720.0,3.0,2010.0,0,,,
589,373858,3766,757,360,3537175,193,41,4672.622192866578,493.8678996036988,9.46127941624895,a,c,360.0,,,1,18.0,2013.0,"Feb,May,Aug,Nov"
590,304273,3766,777,360,3872700,155,46,4984.169884169884,391.5997425997426,12.727714913909548,d,c,4520.0,9.0,2010.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
591,387507,3766,777,360,4429448,155,46,5700.705276705276,498.72200772200773,11.430627059640212,a,c,3340.0,,,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
592,444038,3766,779,360,3465390,170,43,4448.5109114249035,570.01026957638,7.804264499885145,a,a,2540.0,6.0,2005.0,0,,,
593,965705,3766,784,360,7454238,159,38,9507.956632653062,1231.766581632653,7.718959723725154,a,c,33060.0,3.0,2010.0,0,,,
594,358034,3766,784,360,3258199,173,38,4155.866071428572,456.67602040816325,9.10025025556232,a,a,1790.0,10.0,2011.0,0,,,
595,1382516,3766,784,360,11774982,173,38,15019.109693877552,1763.4132653061224,8.517067433577623,c,c,1130.0,6.0,2015.0,0,,,
596,547535,3766,784,360,3532562,173,38,4505.818877551021,698.3864795918367,6.451755595532705,c,a,290.0,9.0,2006.0,0,,,
597,566742,3766,779,360,3957495,150,43,5080.224646983312,727.5250320924262,6.982886392750141,a,a,150.0,9.0,2008.0,1,1.0,2012.0,"Mar,Jun,Sept,Dec"
598,453190,3033,622,286,3665006,124,39,5892.2926045016075,728.6012861736334,8.087129018733865,c,a,550.0,12.0,2013.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
599,686442,3766,784,360,7659466,173,38,9769.727040816326,875.5637755102041,11.158212929861518,d,c,580.0,11.0,2014.0,0,,,
600,485495,3766,784,360,5485348,159,38,6996.617346938776,619.2538265306123,11.298464453804879,d,c,17340.0,6.0,2010.0,1,9.0,2011.0,"Feb,May,Aug,Nov"
601,307941,3766,781,360,3807976,193,41,4875.769526248399,394.29065300896286,12.365927239308828,d,a,8220.0,4.0,2014.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
602,479688,3766,781,360,4920431,193,41,6300.167733674776,614.1971830985915,10.257565334133854,a,a,2710.0,7.0,2001.0,1,22.0,2012.0,"Mar,Jun,Sept,Dec"
603,722465,3766,764,360,5297052,155,46,6933.314136125655,945.6348167539267,7.331915040867032,a,a,340.0,4.0,2007.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
604,368077,3033,622,286,4953601,124,39,7963.988745980708,591.7636655948553,13.458056330604737,d,a,10950.0,3.0,2014.0,0,,,
605,395780,3766,778,360,5466800,155,46,7026.735218508998,508.7146529562982,13.812724240739804,d,a,10310.0,4.0,2003.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
606,486724,3766,784,360,4577941,173,38,5839.210459183673,620.8214285714286,9.405620022846623,a,a,2260.0,11.0,2007.0,0,,,
607,323807,3766,782,360,3051294,167,39,3901.910485933504,414.07544757033247,9.423187268959596,a,a,350.0,8.0,1999.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
608,735209,3766,780,360,7275038,168,43,9326.971794871795,942.5756410256411,9.895197148021856,a,c,18370.0,2.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
609,395622,3766,784,360,3636230,173,38,4638.048469387755,504.6198979591837,9.191172381717902,a,a,2070.0,9.0,2007.0,0,,,
610,405391,3766,779,360,3269954,170,43,4197.630295250321,520.3992297817715,8.066173151352645,a,a,660.0,1.0,2007.0,0,,,
611,305106,3033,622,286,3602813,124,39,5792.303858520901,490.524115755627,11.808397737179865,a,a,8080.0,12.0,2002.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
612,264263,3033,623,286,4246423,124,39,6816.088282504013,424.1781701444623,16.068927545664735,d,c,2490.0,11.0,2012.0,1,31.0,2009.0,"Jan,Apr,Jul,Oct"
613,782665,3766,782,360,5261587,167,39,6728.372122762148,1000.8503836317135,6.722655286744648,c,a,250.0,6.0,2007.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
614,734125,3766,780,360,5140680,172,45,6590.615384615385,941.1858974358975,7.002458709347863,a,a,1160.0,12.0,2012.0,0,,,
615,968524,3766,781,360,7585401,193,41,9712.421254801537,1240.1075544174137,7.83191846562398,d,a,730.0,8.0,2007.0,0,,,
616,646898,3766,779,360,6611772,170,43,8487.512195121952,830.421052631579,10.220733407739706,a,c,3040.0,8.0,2011.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
617,448262,3766,780,360,4960149,172,45,6359.165384615385,574.6948717948718,11.065289942042822,a,c,8940.0,,,1,9.0,2011.0,"Jan,Apr,Jul,Oct"
618,394848,3766,781,360,5334682,193,41,6830.578745198463,505.5672215108835,13.510723113704515,d,c,9910.0,,,0,,,
619,266765,3033,622,286,2676841,124,39,4303.602893890676,428.88263665594855,10.034453545255188,a,a,1600.0,6.0,2006.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
620,441221,3033,622,286,4835283,124,39,7773.766881028939,709.3585209003215,10.958868684854075,d,c,5440.0,,,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
621,628261,3766,779,360,4608739,170,43,5916.224646983312,806.4967907573813,7.335707611963818,a,a,30.0,7.0,2002.0,0,,,
622,337120,3766,784,360,3385282,159,38,4317.961734693878,430.0,10.041771476032274,a,c,,,,0,,,
623,639137,3766,768,360,5473895,170,43,7127.467447916667,832.2096354166666,8.56450964347237,a,a,4080.0,3.0,2011.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
624,531966,3766,779,360,5467853,170,43,7019.06675224647,682.8831835686777,10.27857607441077,a,c,6920.0,9.0,2011.0,0,,,
625,480529,3766,779,360,4907852,170,43,6300.195121951219,616.8536585365854,10.213435609505357,a,a,1170.0,4.0,2011.0,1,22.0,2012.0,"Feb,May,Aug,Nov"
626,647107,3766,780,360,7318373,172,45,9382.529487179487,829.624358974359,11.30937078412071,c,c,10740.0,11.0,2013.0,0,,,
627,480797,3766,781,360,4679168,193,41,5991.252240717029,615.617157490397,9.732107313481574,c,c,3970.0,3.0,2010.0,0,,,
628,598144,3766,784,360,4885169,209,38,6231.0829081632655,762.9387755102041,8.167212243205649,a,c,2180.0,,,0,,,
629,422113,3033,622,286,4760004,124,39,7652.739549839228,678.6382636655949,11.276610765363777,d,a,510.0,7.0,2014.0,1,23.0,2015.0,"Mar,Jun,Sept,Dec"
630,618196,3766,779,360,5403029,167,39,6935.852374839538,793.5763799743261,8.739993464855806,a,a,1690.0,4.0,2015.0,0,,,
631,500538,3766,784,360,4233841,159,38,5400.307397959184,638.4413265306123,8.458580567309575,d,c,2870.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
632,708433,3766,784,360,5510559,169,38,7028.774234693878,903.6135204081633,7.778518222612441,a,a,3350.0,2.0,2010.0,0,,,
633,341963,3033,622,286,4482889,124,39,7207.2170418006435,549.7797427652733,13.109280828627659,d,a,11640.0,4.0,2005.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
634,507938,3766,780,360,5236366,172,45,6713.289743589744,651.2025641025641,10.309065279620741,d,a,18610.0,,,0,,,
635,465439,3766,780,360,4609211,168,43,5909.244871794872,596.7166666666667,9.902932500284678,a,a,27530.0,4.0,2014.0,0,,,
636,445334,3033,623,286,3692957,124,39,5927.699839486357,714.8218298555378,8.292555699766917,c,a,720.0,10.0,2004.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
637,431086,3033,622,286,5415918,124,39,8707.263665594855,693.0643086816721,12.563428179064038,d,c,9790.0,,,1,31.0,2009.0,"Feb,May,Aug,Nov"
638,313767,3033,618,286,3713936,124,39,6009.605177993528,507.7135922330097,11.836604869218242,d,a,10170.0,11.0,2001.0,0,,,
639,378581,3766,779,360,3688329,170,43,4734.697047496791,485.98331193838254,9.74250952900436,a,a,7780.0,11.0,2006.0,0,,,
640,685137,3766,779,360,8984969,170,43,11533.978177150193,879.5083440308088,13.114120241645102,d,c,8040.0,,,0,,,
641,419152,3766,779,360,4490386,170,43,5764.295250320924,538.0641848523749,10.713025346413712,a,c,610.0,12.0,2003.0,1,36.0,2013.0,"Mar,Jun,Sept,Dec"
642,373828,3766,779,360,2845461,170,43,3652.7098844672655,479.8818998716303,7.611685053019036,c,c,530.0,4.0,2005.0,1,35.0,2010.0,"Mar,Jun,Sept,Dec"
643,799871,3766,784,360,6267634,159,38,7994.431122448979,1020.2436224489796,7.835806023721325,a,a,230.0,6.0,2010.0,1,18.0,2010.0,"Feb,May,Aug,Nov"
644,609472,3033,592,286,5537010,124,39,9353.057432432432,1029.5135135135135,9.08492925023627,c,a,4030.0,12.0,2004.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
645,1031306,3766,777,360,8337410,155,46,10730.2574002574,1327.2921492921494,8.084322208927322,a,a,90.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
646,439386,3033,622,286,3126126,124,39,5025.926045016077,706.4083601286173,7.114760142562576,a,a,620.0,9.0,2014.0,0,,,
647,531153,3766,784,360,4527267,159,38,5774.5752551020405,677.4910714285714,8.523470638403623,a,c,7420.0,4.0,2013.0,0,,,
648,478100,3766,784,360,5154013,173,38,6573.996173469388,609.8214285714286,10.780198703200167,d,a,2130.0,12.0,2008.0,0,,,
649,301609,3766,780,360,2873358,168,43,3683.7923076923075,386.67820512820515,9.526764784870478,a,a,14570.0,11.0,2002.0,0,,,
650,412899,3033,622,286,3975207,124,39,6391.008038585209,663.8247588424438,9.627552985112581,a,a,1420.0,10.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
651,738819,3766,779,360,5932759,170,43,7615.865211810013,948.4197689345315,8.030057429492203,a,a,200.0,,,0,,,
652,532554,3766,782,360,5190629,167,39,6637.632992327366,681.0153452685422,9.746671699020194,a,a,20390.0,,,0,,,
653,389640,3766,779,360,4608178,170,43,5915.504492939666,500.17971758664953,11.826758033056155,d,c,7520.0,7.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
654,533663,3766,780,360,5050619,172,45,6475.152564102564,684.1833333333333,9.464060652509168,c,a,6930.0,9.0,2006.0,0,,,
655,535521,3766,779,360,6256703,170,43,8031.711168164314,687.4467265725289,11.683394301997494,d,c,960.0,11.0,2012.0,1,5.0,2013.0,"Feb,May,Aug,Nov"
656,296129,3766,781,360,2534495,193,41,3245.192061459667,379.1664532650448,8.558753110975285,d,a,410.0,4.0,2009.0,1,13.0,2010.0,"Jan,Apr,Jul,Oct"
657,594536,3766,776,360,4698459,170,43,6054.715206185567,766.1546391752578,7.902732551098672,c,c,80.0,1.0,2006.0,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
658,466330,3766,779,360,4719829,170,43,6058.83055198973,598.6264441591784,10.121221023738554,d,c,520.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
659,535041,3766,781,360,4407938,193,41,5643.966709346991,685.0717029449423,8.238505086526079,d,a,1590.0,3.0,2012.0,0,,,
660,309426,3033,622,286,2871525,124,39,4616.599678456591,497.46945337620576,9.280167148203448,a,a,1200.0,11.0,2006.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
661,453009,3766,769,360,5503903,193,41,7157.221066319896,589.0884265279584,12.149654863369161,d,c,2140.0,7.0,2013.0,0,,,
662,604735,3766,784,360,6616587,209,38,8439.524234693878,771.3456632653061,10.941299908224263,d,a,1070.0,,,0,,,
663,494265,3766,757,360,3623173,155,46,4786.2258916776755,652.9260237780713,7.330425986060109,a,c,7860.0,5.0,2005.0,0,,,
664,469879,3766,780,360,3858158,168,43,4946.3564102564105,602.4089743589743,8.21096069413615,d,c,1680.0,10.0,2005.0,0,,,
665,975872,3766,775,360,6360621,193,41,8207.252903225806,1259.189677419355,6.517884517641658,a,a,90.0,12.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
666,508809,3766,777,360,5451906,155,46,7016.610038610039,654.8378378378378,10.715034521795015,c,c,2700.0,,,1,9.0,2011.0,"Mar,Jun,Sept,Dec"
667,621178,3766,783,360,6879831,159,38,8786.501915708812,793.330779054917,11.075458242242965,d,c,2870.0,9.0,2012.0,0,,,
668,906876,3766,784,360,7009629,173,38,8940.853316326531,1156.7295918367347,7.729423868312757,c,a,1270.0,9.0,2010.0,0,,,
669,245019,3033,622,286,2807854,124,39,4514.2347266881025,393.92122186495175,11.459739856909056,d,a,17080.0,7.0,2012.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct"
670,435070,3033,621,286,4092358,124,39,6589.94847020934,700.5958132045089,9.406205897901486,a,a,2060.0,,,1,45.0,2009.0,"Feb,May,Aug,Nov"
671,369379,3033,622,286,3691881,124,39,5935.5,593.8569131832797,9.994831866456945,a,c,2070.0,2.0,2008.0,1,39.0,2010.0,"Jan,Apr,Jul,Oct"
672,1083587,3766,780,360,6892942,172,45,8837.105128205128,1389.2141025641026,6.361226186729815,c,a,240.0,9.0,2002.0,0,,,
673,452784,3766,777,360,5536916,155,46,7126.018018018018,582.7335907335907,12.228603484222058,d,c,15170.0,,,1,5.0,2013.0,"Feb,May,Aug,Nov"
674,756535,3766,746,360,6112239,170,43,8193.349865951743,1014.1219839142091,8.07925476018955,a,a,2640.0,12.0,2005.0,1,31.0,2013.0,"Feb,May,Aug,Nov"
675,350178,3766,781,360,3341266,170,43,4278.189500640205,448.37131882202306,9.541621689540747,a,a,2100.0,8.0,2013.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
676,1549211,3766,918,360,7057092,193,41,7687.464052287582,1687.5936819172114,4.555281365804916,b,b,1410.0,9.0,2008.0,0,,,
677,396633,3033,622,286,4938047,124,39,7938.98231511254,637.6736334405144,12.449914656622116,d,a,1740.0,6.0,2014.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
678,642924,3766,779,360,5686651,170,43,7299.937098844673,825.3196405648267,8.8449816774611,c,a,3250.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
679,832152,3766,784,360,7796037,173,38,9943.924744897959,1061.4183673469388,9.36852522135379,a,a,4140.0,9.0,2012.0,0,,,
680,620159,3766,784,360,4080960,159,38,5205.306122448979,791.0191326530612,6.580505967018135,c,a,170.0,,,1,35.0,2012.0,"Mar,Jun,Sept,Dec"
681,375017,3766,767,360,2731676,150,43,3561.5071707953066,488.9400260756193,7.284139119026604,a,c,620.0,,,1,1.0,2014.0,"Mar,Jun,Sept,Dec"
682,1656830,3766,942,360,10557379,173,38,11207.408704883228,1758.8428874734607,6.37203515146394,b,a,150.0,9.0,2006.0,0,,,
683,688589,3766,784,360,7171315,173,38,9147.085459183674,878.3022959183673,10.414507057185055,a,a,2850.0,7.0,2014.0,0,,,
684,385149,3033,622,286,4802690,124,39,7721.36655948553,619.2106109324759,12.469693547172653,d,c,680.0,,,1,22.0,2012.0,"Jan,Apr,Jul,Oct"
685,477101,3766,779,360,5165199,170,43,6630.550706033376,612.4531450577664,10.826217090301634,a,a,650.0,11.0,2013.0,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
686,587900,3766,780,360,4875320,172,45,6250.410256410257,753.7179487179487,8.292770879401258,a,a,20050.0,4.0,2002.0,0,,,
687,572085,3766,779,360,6522150,170,43,8372.464698331194,734.3838254172016,11.40066598494979,d,c,2770.0,,,0,,,
688,284035,3766,780,360,2820350,168,43,3615.8333333333335,364.1474358974359,9.929586142552854,a,a,18760.0,8.0,2015.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
689,557206,3766,781,360,5503014,193,41,7046.112676056338,713.4519846350832,9.876085325714367,d,a,15040.0,10.0,2004.0,0,,,
690,617086,3766,779,360,4354600,170,43,5589.987163029525,792.1514762516047,7.056714947349316,a,a,100.0,,,0,,,
691,484001,3766,779,360,6521018,170,43,8371.011553273427,621.3106546854942,13.47314984886395,d,c,3030.0,,,1,37.0,2009.0,"Jan,Apr,Jul,Oct"
692,620914,3766,779,360,5132377,170,43,6588.4172015404365,797.0654685494223,8.265841968452959,a,a,40.0,8.0,2001.0,0,,,
693,386231,3766,781,360,5160800,193,41,6607.938540332906,494.5339308578745,13.361951785330541,d,a,450.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
694,482870,3033,622,286,5005559,124,39,8047.522508038585,776.3183279742765,10.366266282850457,a,c,460.0,11.0,2012.0,1,40.0,2014.0,"Jan,Apr,Jul,Oct"
695,400312,3766,779,360,4201243,170,43,5393.123234916559,513.8793324775353,10.494921461260217,a,a,550.0,7.0,2011.0,1,1.0,2012.0,"Jan,Apr,Jul,Oct"
696,780542,3766,784,360,6154509,169,38,7850.139030612245,995.5892857142857,7.8849171473155835,a,c,430.0,,,0,,,
697,782616,3766,779,360,8301159,170,43,10656.173299101412,1004.6418485237484,10.606937501916649,d,a,3780.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
698,1518304,3766,784,360,12202270,173,38,15564.119897959185,1936.6122448979593,8.036776561215673,a,a,1790.0,5.0,2011.0,0,,,
699,749312,3766,766,360,6373219,193,41,8320.129242819843,978.2140992167102,8.505427645626922,a,a,180.0,,,1,5.0,2013.0,"Jan,Apr,Jul,Oct"
700,399042,3766,757,360,3297857,193,41,4356.482166446499,527.1360634081902,8.264435823797996,a,c,830.0,,,1,27.0,2013.0,"Jan,Apr,Jul,Oct"
701,391641,3033,622,286,3594522,124,39,5778.974276527331,629.6479099678456,9.178104437482286,d,a,1450.0,3.0,2012.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
702,215970,3033,622,286,2720610,124,39,4373.971061093248,347.21864951768487,12.597166273093485,a,a,8550.0,9.0,2001.0,1,45.0,2009.0,"Feb,May,Aug,Nov"
703,274642,3766,779,360,2563326,170,43,3290.5340179717587,352.5571245186136,9.333335760735794,a,a,80.0,6.0,2005.0,0,,,
704,843720,3766,783,360,8138397,173,38,10393.865900383142,1077.5478927203064,9.645850519129569,d,c,1910.0,4.0,2009.0,0,,,
705,747320,3766,779,360,6206501,170,43,7967.267008985879,959.3324775353017,8.305011240164855,a,a,4140.0,9.0,2012.0,1,18.0,2011.0,"Feb,May,Aug,Nov"
706,326197,3033,622,286,3572311,124,39,5743.2652733118975,524.4324758842444,10.95139133713676,d,a,7830.0,9.0,2014.0,1,10.0,2014.0,"Mar,Jun,Sept,Dec"
707,711970,3766,779,360,6481071,170,43,8319.731707317073,913.9537869062901,9.103011362838322,a,c,2900.0,7.0,1990.0,0,,,
708,325392,3766,688,360,3145529,172,45,4571.989825581395,472.95348837209303,9.66689101145695,c,c,11470.0,10.0,2009.0,1,18.0,2014.0,"Jan,Apr,Jul,Oct"
709,1017426,3766,784,360,7751342,173,38,9886.915816326531,1297.7372448979593,7.61858061421666,a,a,500.0,12.0,2010.0,0,,,
710,232122,3033,622,286,2828018,124,39,4546.652733118971,373.1864951768489,12.183326009598401,d,a,1500.0,9.0,2008.0,1,14.0,2011.0,"Jan,Apr,Jul,Oct"
711,318552,3033,623,286,4307666,124,39,6914.39165329053,511.3194221508828,13.522646224164344,d,a,17110.0,3.0,2007.0,1,5.0,2010.0,"Jan,Apr,Jul,Oct"
712,357449,3033,622,286,3994137,124,39,6421.442122186495,574.676848874598,11.174005242705952,a,a,4870.0,9.0,2007.0,1,45.0,2009.0,"Jan,Apr,Jul,Oct"
713,1023424,3766,779,360,8349365,170,43,10718.055198973043,1313.7663671373555,8.158265782315052,a,c,220.0,,,1,10.0,2014.0,"Jan,Apr,Jul,Oct"
714,257282,3766,777,360,3538417,155,46,4553.947232947233,331.1222651222651,13.753068617314852,d,c,12070.0,10.0,2005.0,1,10.0,2013.0,"Jan,Apr,Jul,Oct"
715,524113,3766,776,360,5037090,168,43,6491.095360824742,675.4033505154639,9.610694640277956,a,a,14810.0,6.0,2014.0,0,,,
716,282580,3033,622,286,3556025,124,39,5717.081993569132,454.3086816720257,12.584135466062708,d,a,3200.0,1.0,2008.0,1,22.0,2011.0,"Jan,Apr,Jul,Oct"
717,435789,3766,779,360,4325705,170,43,5552.894736842105,559.421052631579,9.926145451124283,d,c,310.0,,,1,40.0,2011.0,"Jan,Apr,Jul,Oct"
718,667942,3766,781,360,6178736,193,41,7911.313700384123,855.2394366197183,9.250407969554242,a,a,1100.0,6.0,2015.0,0,,,
